,fact,dt,10_metre_V_wind_component,Snow_density,Snowfall,Visibility,Surface_pressure,Convective_precipitation,Visual_cloud_cover,Total_cloud_cover,Precipitation_type,Instantaneous_10_metre_wind_gust,Medium_cloud_cover,Total_precipitation_rate,Convective_available_potential_energy,10_metre_U_wind_component,Skin_temperature,2_metre_temperature,Surface_solar_radiation_downwards,Wind_speed,Low_cloud_cover,Snow_depth,High_cloud_cover,Evaporation,Wind_Direction,2_metre_dewpoint_temperature,Total_precipitation,2_metre_relative_humidity,Clear_sky_direct_solar_radiation_at_surface,Snow_height,dayofyear,hours
6416,13.0,2021-12-03 14:00:00,3.74,174.8984,0.7063,3241600.7359,95504.1,0.0,1.0,1.0,5.0,14.1,1.0,0.0002,0.0,5.33,-2.4,-2.2,0.0,6.5,1.0,45.6543,0.37,-0.014158,235.0,-3.5,0.7067,90.0,0.0,261033.1889,337,14
6458,40.0,2021-12-05 09:00:00,2.74,178.875,0.4463,4383781.9719,95433.4,0.0,1.0,1.0,5.0,8.6,1.0,0.0001,0.05,2.63,-3.3,-3.8,216205.0,3.8,1.0,52.9785,1.0,-0.1128085,224.0,-5.2,0.4463,89.0,514590.0500000001,296176.188,339,9
6459,17.0,2021-12-05 10:00:00,2.59,178.2266,0.5932,3322000.7216,95441.2,0.0,1.0,1.0,5.0,8.2,1.0,0.0001,0.0,2.65,-3.4,-3.7,136585.0,3.7,1.0,53.4668,1.0,-0.1219258,226.0,-4.9,0.5951,90.0,399478.28,299993.4248,339,10
6460,19.0,2021-12-05 11:00:00,2.17,177.7109,0.5074,3613449.3208,95443.9,0.0,1.0,1.0,5.0,7.3,1.0,0.0001,0.0,2.46,-3.4,-3.5,113618.0,3.3,1.0,53.9551,0.97,-0.1288984,228.0,-4.7,0.5074,91.0,192379.1499999999,303611.4652,339,11
6461,55.0,2021-12-05 12:00:00,2.01,177.4062,0.0,4776114.4763,95490.8,0.0,1.0,1.0,5.0,6.5,1.0,0.0001,0.0,2.16,-3.9,-3.8,0.0,3.0,1.0,54.4434,0.99,0.0,227.0,-4.6,0.0,93.0,0.0,306885.2387,339,12
6462,53.0,2021-12-05 13:00:00,1.8,177.1562,0.2508,5051648.3114,95504.9,0.0,1.0,1.0,5.0,5.4,0.77,0.0,0.0,1.72,-3.9,-3.8,0.0,2.5,1.0,54.6875,0.97,-0.0017744,224.0,-4.6,0.2508,93.0,0.0,308696.4191,339,13
6463,11.0,2021-12-05 14:00:00,1.64,177.125,0.103,5459242.4283,95555.7,0.0,1.0,1.0,5.0,5.1,1.0,0.0,0.0,1.66,-4.0,-3.8,0.0,2.3,1.0,54.9316,0.91,-0.0021944,225.0,-4.6,0.102,93.0,0.0,310129.2343,339,14
6484,18.0,2021-12-06 11:00:00,-1.49,170.3984,0.001,36695909.2767,95857.9,0.0,0.787463,0.81,5.0,4.2,0.0,0.0,1.03,0.9,-5.8,-5.7,275809.0,1.7,0.79,62.2559,0.09,-0.0947134,329.0,-9.1,0.0,74.0,240252.38000000035,365354.6376,340,11
6506,23.0,2021-12-07 09:00:00,-0.98,172.5547,0.0,45893080.1341,97014.3,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,-0.45,-13.6,-14.8,827474.0,1.1,0.0,62.9883,0.0,0.0179203,24.0,-18.8,0.0,69.0,615942.74,365033.7302,341,9
6507,75.0,2021-12-07 10:00:00,-1.49,172.6172,0.0,45908807.2266,97057.4,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,-0.7,-14.2,-15.4,674005.0,1.7,0.0,62.9883,0.0,0.0154854,124.0,-18.9,0.0,72.0,482886.4700000002,364901.5614,341,10
6508,89.0,2021-12-07 11:00:00,-1.69,172.6953,0.0,43365007.2215,97076.0,0.0,0.0,0.2,0.0,3.3,0.0,0.0,0.0,-0.86,-16.4,-16.2,391133.0,1.9,0.0,62.9883,0.2,0.0135663,26.0,-19.1,0.0,76.0,249627.6299999999,364736.485,341,11
6509,49.0,2021-12-07 12:00:00,-1.56,172.7656,0.0,40910522.3743,97180.1,0.0,0.0,0.08,0.0,3.0,0.0,0.0,0.0,-0.84,-19.0,-16.5,0.0,1.8,0.0,62.9883,0.08,0.0,28.0,-19.1,0.0,78.0,0.0,364588.0438,341,12
6529,14.0,2021-12-08 08:00:00,-0.4,173.4844,0.0,15779264.9472,97462.9,0.0,0.3284476,1.0,5.0,3.0,0.03,0.0,0.0,-0.34,-14.6,-13.7,644608.0,1.3,0.33,63.9648,1.0,0.0131094,126.0,-18.1,-0.0038,67.0,561105.4799999999,368706.6559,342,8
6530,37.0,2021-12-08 09:00:00,-0.38,173.5312,0.0,45513154.6315,97466.8,0.0,0.0612939,1.0,0.0,2.8,0.06,0.0,0.0,-1.01,-13.4,-12.5,612570.0,1.3,0.01,63.9648,1.0,0.0159284,147.0,-16.8,0.0,68.0,562915.28,368607.0592,342,9
6531,68.0,2021-12-08 10:00:00,1.14,173.5859,0.0,46534188.4691,97453.0,0.0,0.6095149,1.0,0.0,3.5,0.61,0.0,0.0,-1.37,-13.4,-13.0,453534.0,1.8,0.02,63.9648,1.0,0.0181263,132.0,-16.9,0.0,70.0,435474.4400000002,368490.9312,342,10
6532,49.0,2021-12-08 12:00:00,2.29,173.7891,0.0,42979507.0887,97502.1,0.0,0.6245362,1.0,0.0,4.6,0.62,0.0,0.0,-1.27,-16.8,-13.4,0.0,2.7,0.0,63.9648,1.0,0.0,151.0,-16.0,0.0,79.0,0.0,368060.2383,342,12
6533,29.0,2021-12-08 13:00:00,2.1,173.8438,0.0,40550652.5878,97501.4,0.0,0.0430445,1.0,0.0,4.3,0.04,0.0,0.0,-0.65,-18.3,-14.7,0.0,2.2,0.0,63.9648,1.0,0.0023291,164.0,-16.6,0.0,83.0,0.0,367944.4544,342,13
6552,186.0,2021-12-09 08:00:00,2.24,174.75,0.0,49982858.8483,97114.1,0.0,0.0,0.73,0.0,5.9,0.0,0.0,0.0,-0.83,-9.3,-9.5,652405.0,2.5,0.0,64.4531,0.73,0.0176623,157.0,-16.0,0.0,55.0,563516.0599999999,368830.4721,343,8
6553,416.0,2021-12-09 09:00:00,1.51,174.8125,0.0,49978358.6279,97069.3,0.0,0.0,0.19,0.0,5.5,0.0,0.0,0.0,-0.01,-8.0,-8.5,754910.0,1.9,0.0,64.4531,0.19,0.0164561,190.0,-15.5,0.0,53.0,568953.9200000002,368698.6056,343,9
6554,492.0,2021-12-09 10:00:00,2.59,174.8906,0.0,49651024.7394,97061.6,0.0,0.0024856,0.95,0.0,6.7,0.0,0.0,0.0,-0.79,-8.2,-7.6,618767.0,2.8,0.0,64.4531,0.95,0.0122666,164.0,-15.0,0.0,52.0,444292.99,368533.9051,343,10
6555,421.0,2021-12-09 12:00:00,2.04,175.0703,0.0,48959594.2758,97082.2,0.0,0.569213,0.99,0.0,6.5,0.57,0.0,0.0,-2.42,-12.4,-9.4,0.0,3.3,0.0,64.4531,0.98,0.0,130.0,-14.5,0.0,63.0,0.0,368155.6517,343,12
6556,228.0,2021-12-09 13:00:00,1.23,175.1406,0.0,48585565.3394,97048.3,0.0,0.407621,0.93,0.0,5.5,0.41,0.0,0.0,-1.92,-13.9,-9.8,0.0,2.4,0.0,64.4531,0.91,-0.0003752,121.0,-15.4,0.0,60.0,0.0,368007.8508,343,13
6557,16.0,2021-12-09 14:00:00,1.35,175.2109,0.0,48572877.7667,96988.7,0.0,0.0893537,0.96,0.0,5.6,0.09,0.0,0.0,-1.87,-14.3,-10.2,0.0,2.4,0.0,64.4531,0.96,-0.0006932,123.0,-15.8,0.0,60.0,0.0,367860.1685,343,14
6575,30.0,2021-12-10 08:00:00,-0.64,176.2109,0.0,49917598.3327,96379.8,0.0,0.987383,1.0,0.0,3.4,0.99,0.0,0.0,-1.46,-7.6,-7.5,626876.0,1.6,0.0,64.9414,1.0,0.0064118,62.0,-14.6,0.0,53.0,556036.2799999999,368543.5602,344,8
6576,109.0,2021-12-10 09:00:00,-0.93,176.2891,0.0,49913806.4562,96346.5,0.0,0.9343143,1.0,0.0,2.5,0.93,0.0,0.0,-0.42,-6.4,-6.6,541050.0,1.1,0.0,64.9414,1.0,0.0031483,123.0,-13.3,0.0,55.0,562012.56,368380.2349,344,9
6577,169.0,2021-12-10 10:00:00,-0.93,176.375,0.0,49306309.7395,96336.6,0.0,0.4769982,1.0,0.0,2.9,0.48,0.0,0.0,-1.0,-7.0,-7.1,447072.0,1.5,0.0,64.9414,1.0,-0.0024516,40.0,-12.7,0.0,61.0,439739.53000000026,368200.7442,344,10
6578,207.0,2021-12-10 11:00:00,-0.53,176.4609,0.0,49310533.0386,96328.1,0.0,0.3748187,1.0,0.0,3.0,0.37,0.0,0.0,-1.58,-10.6,-8.1,319571.0,1.7,0.0,64.9414,1.0,-0.00435,71.0,-14.2,0.0,58.0,226886.48,368021.4283,344,11
6579,121.0,2021-12-10 12:00:00,-0.84,176.5547,0.0,47610694.0783,96290.4,0.0,0.9755968,1.0,0.0,3.5,0.98,0.0,0.0,-2.09,-12.1,-8.7,0.0,2.3,0.0,64.9414,1.0,0.0,68.0,-13.2,0.0,67.0,0.0,367826.01,344,12
6580,81.0,2021-12-10 13:00:00,-1.1,176.6328,0.0,47613977.9097,96285.5,0.0,0.726039,1.0,0.0,3.3,0.73,0.0,0.0,-1.35,-13.2,-9.4,0.0,1.7,0.0,64.9414,1.0,0.0015232,51.0,-13.8,0.0,67.0,0.0,367663.3199,344,13
6599,154.0,2021-12-11 08:00:00,-3.39,178.2031,0.0114,8575121.6595,96451.3,0.0,0.9998972,1.0,5.0,12.5,0.59,0.0,2.94,-4.77,-6.9,-7.5,389366.0,5.9,1.0,64.9414,0.03,-0.0192763,54.0,-9.5,0.0114,84.0,548145.5800000001,364423.4985,345,8
6600,362.0,2021-12-11 09:00:00,-3.16,178.2969,0.0124,22018651.1735,96476.6,0.0,0.9772002,1.0,5.0,12.6,0.86,0.0,1.0,-4.94,-6.8,-7.4,390946.0,5.9,0.98,64.9414,0.0,-0.0295087,57.0,-10.1,0.0114,78.0,554099.1799999999,364231.8815,345,9
6601,554.0,2021-12-11 10:00:00,-2.93,178.4141,0.0,46113243.6454,96519.3,0.0,0.6709889,0.7,0.0,10.3,0.67,0.0,0.0,-3.5,-7.3,-7.5,445935.0,4.6,0.07,64.9414,0.0,-0.0438666,50.0,-11.1,0.0,73.0,434402.6399999999,363992.6435,345,10
6602,665.0,2021-12-11 11:00:00,-3.35,178.5312,0.0,46103687.9169,96577.1,0.0,0.568768,0.59,0.0,11.5,0.57,0.0,0.0,-4.08,-8.3,-7.8,323744.0,5.3,0.04,64.9414,0.0,-0.0595061,50.0,-11.7,0.0,71.0,223400.43999999997,363753.7196,345,11
6603,211.0,2021-12-11 12:00:00,-3.42,178.6172,0.0,46187719.1428,96692.9,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,-4.21,-9.9,-8.6,0.0,5.5,0.0,64.9414,0.0,0.0,50.0,-12.3,0.0,72.0,0.0,363578.708,345,12
6604,206.0,2021-12-11 13:00:00,-3.09,178.7266,0.0,46211532.468,96764.9,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-3.74,-10.4,-9.2,0.0,4.9,0.0,64.9414,0.0,-0.0121378,50.0,-13.0,0.0,71.0,0.0,363356.2093,345,13
6605,33.0,2021-12-11 14:00:00,-3.28,178.8203,0.0,46230458.6752,96826.7,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,-3.47,-10.8,-9.4,0.0,4.8,0.0,64.9414,0.0,-0.0226431,46.0,-13.3,0.0,71.0,0.0,363165.7128,345,14
6622,12.0,2021-12-12 07:00:00,-1.44,180.1641,0.0,47168069.2937,97573.4,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,-1.05,-11.9,-13.1,599502.0,1.8,0.0,64.6973,0.0,0.013763,37.0,-17.4,0.0,67.0,419644.04999999993,359101.947,346,7
6623,274.0,2021-12-12 08:00:00,-0.78,180.2344,0.0,48136446.73,97554.7,0.0,0.0,0.01,0.0,3.2,0.0,0.0,0.0,-0.87,-10.2,-11.5,763392.0,1.2,0.0,64.6973,0.01,0.0111722,50.0,-16.5,0.0,63.0,559178.76,358961.8552,346,8
6624,675.0,2021-12-12 09:00:00,-0.91,180.3203,0.0,48666278.1575,97560.3,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,-0.76,-9.7,-11.3,772821.0,1.2,0.0,64.6973,0.0,0.0066164,39.0,-15.8,0.0,66.0,567729.7,358790.7803,346,9
6625,790.0,2021-12-12 10:00:00,-1.52,180.4062,0.0,48147718.8067,97562.6,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-0.81,-10.5,-11.5,630132.0,1.8,0.0,64.6973,0.0,0.0010558,30.0,-15.7,0.0,68.0,445015.0500000003,358619.8684,346,10
6626,779.0,2021-12-12 12:00:00,-2.17,180.5859,0.0,43946600.5196,97723.7,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,-0.37,-15.1,-13.1,0.0,2.3,0.0,64.6973,0.0,0.0,109.0,-15.9,0.0,78.0,0.0,358263.0327,346,12
6627,523.0,2021-12-12 13:00:00,-1.79,180.6719,0.0,43958232.3278,97756.6,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.07,-15.7,-14.3,0.0,1.8,0.0,64.6973,0.0,0.0010026,99.0,-17.1,0.0,77.0,0.0,358092.623,346,13
6628,60.0,2021-12-12 14:00:00,-1.51,180.75,0.0,43969521.0671,97783.1,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.11,-16.6,-13.8,0.0,1.5,0.0,64.6973,0.0,0.0022206,244.0,-16.7,0.0,76.0,0.0,357937.8458,346,14
6645,24.0,2021-12-13 07:00:00,0.04,181.5859,0.0,46628340.7511,97860.1,0.0,0.0,0.99,0.0,2.2,0.0,0.0,0.0,-0.55,-14.2,-13.5,582013.0,1.0,0.0,64.6973,0.99,0.0090603,213.0,-17.6,0.0,68.0,414734.12,356290.0658,347,7
6646,346.0,2021-12-13 08:00:00,0.06,181.6328,0.0,48297907.2399,97845.2,0.0,0.0,0.96,0.0,2.1,0.0,0.0,0.0,-0.51,-12.1,-11.6,701021.0,0.9,0.0,64.6973,0.96,0.0112812,82.0,-17.8,0.0,57.0,554404.76,356198.116,347,8
6647,580.0,2021-12-13 09:00:00,0.28,181.6953,0.0,49229637.555,97822.7,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.23,-11.0,-10.2,722081.0,0.7,0.0,64.6973,1.0,0.0115928,198.0,-17.5,0.0,51.0,565077.8200000001,356075.5901,347,9
6648,1019.0,2021-12-13 10:00:00,0.48,181.7578,0.0,48829501.8189,97827.0,0.0,0.0,0.91,0.0,2.5,0.0,0.0,0.0,0.58,-11.9,-9.6,587162.0,1.1,0.0,64.6973,0.91,0.0107137,213.0,-16.7,0.0,53.0,444292.99,355953.1485,347,10
6649,970.0,2021-12-13 11:00:00,0.48,181.8281,0.0,47841836.3681,97818.8,0.0,0.0,0.04,0.0,2.6,0.0,0.0,0.0,0.51,-14.9,-11.4,355669.0,1.1,0.0,64.6973,0.04,0.0102586,213.0,-16.6,0.0,63.0,226889.56999999983,355815.5023,347,11
6650,930.0,2021-12-13 12:00:00,0.67,181.9219,0.0,34022949.5873,97829.7,0.0,0.0093645,0.3,0.0,2.7,0.0,0.0,0.0,0.51,-17.2,-12.3,0.0,1.3,0.01,64.9414,0.29,0.0,222.0,-16.4,0.0,69.0,0.0,356974.1476,347,12
6651,600.0,2021-12-13 13:00:00,0.49,181.9922,0.0,37094601.4679,97813.0,0.0,0.0070373,0.78,0.0,3.0,0.0,0.0,0.0,0.81,-17.0,-14.0,0.0,1.5,0.01,64.9414,0.78,0.0007593,236.0,-17.2,0.0,74.0,0.0,356836.231,347,13
6652,64.0,2021-12-13 14:00:00,0.6,182.0547,0.0,34254824.665,97786.5,0.0,0.00243,0.0,0.0,3.5,0.0,0.0,0.0,1.2,-17.6,-14.8,0.0,1.8,0.0,64.9414,0.0,0.0018266,241.0,-17.7,0.0,76.0,0.0,356713.7278,347,14
6669,12.0,2021-12-14 07:00:00,0.86,182.9688,0.0,41581810.4944,97542.2,0.0,0.621582,1.0,0.0,5.3,0.62,0.0,0.0,1.74,-10.7,-10.4,340762.0,2.0,0.0,64.9414,1.0,0.0191125,240.0,-15.2,0.0,65.0,403636.12,354931.6823,348,7
6670,210.0,2021-12-14 08:00:00,0.78,183.0469,0.0,49086493.067,97497.7,0.0,0.669784,1.0,0.0,5.4,0.67,0.0,0.0,1.75,-8.9,-9.0,488470.0,2.0,0.0,64.9414,1.0,0.0178144,243.0,-14.5,0.0,61.0,541268.5900000001,354780.1963,348,8
6671,535.0,2021-12-14 09:00:00,0.85,183.1328,0.0,49099891.5363,97458.5,0.0,0.9505683,1.0,0.0,5.4,0.95,0.0,0.0,1.63,-8.1,-8.2,579002.0,1.9,0.0,64.9414,1.0,0.0139025,241.0,-14.1,0.0,59.0,551203.01,354613.711,348,9
6672,621.0,2021-12-14 10:00:00,0.99,183.2188,0.0,49629804.8642,97437.5,0.0,0.9967947,1.0,0.0,5.6,1.0,0.0,0.0,1.74,-7.9,-7.6,473453.0,2.0,0.0,64.9414,1.0,0.0068464,239.0,-13.7,0.0,58.0,433028.98999999976,354447.3819,348,10
6673,592.0,2021-12-14 12:00:00,1.52,183.4141,0.0,46684892.3512,97483.4,0.0,0.0417983,1.0,0.0,6.2,0.04,0.0,0.0,2.05,-12.0,-9.5,0.0,2.6,0.0,64.9414,1.0,0.0,232.0,-13.8,0.0,68.0,0.0,354069.9408,348,12
6674,209.0,2021-12-14 13:00:00,1.73,183.5,0.0,46682317.9887,97449.1,0.0,0.0258301,1.0,0.0,6.7,0.03,0.0,0.0,2.16,-11.7,-9.7,0.0,2.8,0.0,64.9414,1.0,-0.003565,230.0,-13.6,0.0,70.0,0.0,353904.1213,348,13
6675,28.0,2021-12-14 14:00:00,1.72,183.5938,0.0,46683108.1193,97444.9,0.0,0.0107649,1.0,0.0,7.0,0.01,0.0,0.0,2.34,-11.4,-9.6,0.0,2.9,0.0,64.9414,1.0,-0.0069749,233.0,-13.4,0.0,71.0,0.0,353723.4043,348,14
6693,71.0,2021-12-15 08:00:00,1.93,185.1797,0.0,47625292.7955,96968.0,0.0,0.2763424,0.99,0.0,6.9,0.28,0.0,0.0,1.76,-6.2,-6.7,618395.0,2.6,0.25,64.9414,0.98,-0.0302292,222.0,-11.1,0.0,68.0,525258.09,350694.005,349,8
6694,202.0,2021-12-15 09:00:00,2.3,185.2812,0.0,47617223.401,96919.2,0.0,0.6026242,1.0,5.0,7.5,0.46,0.0,0.0,1.97,-6.0,-6.3,627122.0,3.1,0.42,64.9414,1.0,-0.040984,221.0,-10.6,0.0,69.0,537803.8699999999,350501.771,349,9
6695,322.0,2021-12-15 10:00:00,2.96,185.3828,0.0,46477052.4828,96898.1,0.0,0.9491011,1.0,5.0,8.9,0.95,0.0,0.0,2.57,-6.3,-6.3,445489.0,3.9,0.53,64.9414,1.0,-0.0522329,221.0,-10.0,0.0,72.0,414923.3300000001,350309.7476,349,10
6696,328.0,2021-12-15 12:00:00,2.3,185.6094,0.0,42627567.0895,96873.6,0.0,0.5028169,0.99,0.0,6.9,0.5,0.0,0.0,1.95,-8.0,-6.9,0.0,3.0,0.23,64.9414,0.98,0.0,220.0,-9.2,0.0,82.0,0.0,349882.145,349,12
6697,108.0,2021-12-15 13:00:00,2.14,185.7109,0.0014,34909172.0157,96833.4,0.0,1.0,1.0,5.0,6.8,0.24,0.0,0.0,1.9,-9.2,-7.9,0.0,2.9,1.0,64.9414,1.0,0.0053034,221.0,-9.8,0.0019,85.0,0.0,349690.7997,349,13
6698,13.0,2021-12-15 14:00:00,2.48,185.8047,0.0072,25416229.9832,96786.7,0.0,1.0,1.0,5.0,7.5,0.07,0.0,0.0,2.18,-7.3,-6.8,0.0,3.3,1.0,64.9414,1.0,0.0039817,221.0,-8.4,0.0057,87.0,0.0,349514.359,349,14
6716,21.0,2021-12-16 08:00:00,2.85,187.3516,0.0153,8681874.6769,95789.1,0.0,1.0,1.0,5.0,7.6,1.0,0.0,0.18,1.65,-4.8,-5.3,185724.0,3.3,1.0,65.1855,1.0,0.0360403,210.0,-6.4,0.0153,91.0,498173.54999999993,347931.6959,350,8
6717,127.0,2021-12-16 09:00:00,2.89,187.4531,0.0143,7660371.8336,95685.6,0.0,1.0,1.0,5.0,7.5,1.0,0.0,0.35,1.47,-4.7,-5.1,162965.0,3.3,1.0,65.1855,1.0,0.0335824,207.0,-6.3,0.0153,90.0,509596.16000000015,347743.1858,350,9
6718,209.0,2021-12-16 10:00:00,2.78,187.5547,0.0162,8044225.9216,95618.7,0.0,1.0,1.0,5.0,7.3,1.0,0.0,0.32,1.6,-4.7,-4.9,147660.0,3.2,1.0,65.1855,1.0,0.0298631,210.0,-6.2,0.0153,90.0,395433.07999999984,347554.8798,350,10
6719,205.0,2021-12-16 11:00:00,2.69,187.6094,0.0381,6744325.6621,95576.3,0.0,1.0,1.0,5.0,7.0,0.97,0.0,0.47,1.48,-4.9,-4.9,84399.0,3.1,1.0,65.1855,1.0,0.0264634,209.0,-6.1,0.0458,91.0,195454.25000000023,347453.5688,350,11
6720,163.0,2021-12-16 12:00:00,2.26,187.75,0.0,3738503.5638,95506.6,0.0,1.0,1.0,5.0,6.8,0.11,0.0,0.75,2.18,-5.5,-5.4,0.0,3.1,1.0,65.1855,0.92,0.0,224.0,-6.2,0.0,93.0,0.0,347193.3256,350,12
6721,53.0,2021-12-16 13:00:00,2.28,187.8203,0.0268,2843467.368,95489.4,0.0,1.0,1.0,5.0,6.7,0.01,0.0,0.29,2.22,-5.7,-5.6,0.0,3.2,1.0,65.4297,0.0,0.0026316,224.0,-6.3,0.0267,94.0,0.0,348363.2128,350,13
6740,37.0,2021-12-17 08:00:00,2.09,188.625,0.0353,5595843.2301,95224.5,0.0,1.0,1.0,5.0,6.4,1.0,0.0,2.75,1.83,-5.4,-5.8,141693.0,2.8,1.0,66.1621,0.16,-0.0053608,221.0,-6.8,0.0305,92.0,474818.67,350760.0232,351,8
6741,118.0,2021-12-17 09:00:00,2.17,188.6172,0.0629,4757161.22,95219.4,0.0,1.0,1.0,5.0,6.5,1.0,0.0,9.49,1.84,-5.3,-5.6,126911.0,2.9,1.0,66.1621,0.0,-0.0069443,220.0,-6.5,0.0687,92.0,486000.19000000006,350774.5516,351,9
6742,146.0,2021-12-17 10:00:00,1.93,188.4062,0.1602,3966198.5141,95199.4,0.0,1.0,1.0,5.0,5.7,1.0,0.0001,6.41,1.52,-5.2,-5.4,87977.1,2.5,1.0,66.4062,0.0,-0.0078057,218.0,-6.3,0.1602,93.0,372633.8399999999,352463.095,351,10
6743,102.0,2021-12-17 12:00:00,2.13,187.5156,0.0,4177943.7194,95195.8,0.0,1.0,1.0,5.0,6.7,1.0,0.0001,14.96,2.24,-5.8,-5.7,0.0,3.1,1.0,66.8945,0.0,0.0,226.0,-6.7,0.0,92.0,0.0,356741.1049,351,12
6744,48.0,2021-12-17 13:00:00,1.93,187.1719,0.2346,4646736.513,95213.3,0.0,1.0,1.0,5.0,6.8,0.99,0.0,25.12,2.43,-5.7,-5.6,0.0,3.1,1.0,67.1387,0.0,-0.0022882,231.0,-6.6,0.2346,92.0,0.0,358700.6428,351,13
6763,33.0,2021-12-18 08:00:00,-0.06,187.125,0.104,8689173.0705,95163.7,0.0,1.0,1.0,5.0,2.2,1.0,0.0,0.0,-0.82,-3.7,-4.1,136712.0,0.8,1.0,68.6035,1.0,0.0061981,84.0,-5.5,0.0992,89.0,463256.48,366618.654,352,8
6764,146.0,2021-12-18 09:00:00,-0.13,186.8984,0.1726,8975214.6649,95097.2,0.0,1.0,1.0,5.0,2.3,0.96,0.0,0.01,-0.88,-3.4,-3.7,129978.0,0.9,1.0,68.8477,1.0,0.0046527,81.0,-5.1,0.1755,89.0,476130.04999999993,368369.3517,352,9
6765,91.0,2021-12-18 10:00:00,-0.09,186.5781,0.2184,5959592.9738,95013.9,0.0,1.0,1.0,5.0,1.9,1.0,0.0001,0.0,-0.49,-3.0,-3.3,132138.0,0.5,1.0,69.0918,1.0,0.0031795,77.0,-4.7,0.2213,89.0,369386.01,370310.2755,352,10
6766,34.0,2021-12-18 12:00:00,0.95,185.6094,0.0,7789340.6879,94946.3,0.0,1.0,1.0,5.0,2.9,1.0,0.0001,5.9,-1.01,-3.9,-3.4,0.0,1.4,1.0,69.8242,1.0,0.0,133.0,-4.5,0.0,91.0,0.0,376189.0732,352,12
6767,27.0,2021-12-18 13:00:00,0.96,185.2578,0.3123,5100992.5564,94868.8,0.0,1.0,1.0,5.0,3.5,1.0,0.0001,2.79,-1.43,-3.9,-3.5,0.0,1.7,1.0,70.0684,1.0,-0.0001425,124.0,-4.6,0.3128,92.0,0.0,378220.8072,352,13
6810,52.0,2021-12-20 09:00:00,5.41,180.9609,0.2403,7104382.3939,94488.7,0.0053,1.0,1.0,5.0,11.9,1.0,0.0001,0.35,0.96,-4.6,-4.8,211813.0,5.5,1.0,83.252,0.45,-0.0598162,190.0,-6.8,0.2365,85.0,489642.28,460054.8288,354,9
6903,14.0,2021-12-24 10:00:00,1.83,182.4922,0.0134,6624913.7844,96087.3,0.0,0.9876831,0.99,5.0,6.9,0.0,0.0,0.0,2.38,-21.0,-21.2,598794.0,3.0,0.99,98.6328,0.0,0.0131304,232.0,-24.8,0.0114,70.0,444642.6299999999,540476.904,358,10
6926,13.0,2021-12-25 10:00:00,2.38,181.8672,0.0,45267580.2201,96608.5,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,-0.19,-20.3,-20.5,648008.0,2.4,0.0,98.877,0.0,0.0104828,176.0,-24.9,0.0,65.0,460473.66000000015,543676.7043,359,10
7006,23.0,2021-12-29 09:00:00,0.31,174.875,0.0,47587265.9005,96770.2,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,-0.38,-20.2,-19.6,815006.0,0.5,0.0,111.084,0.0,0.0075513,131.0,-26.2,0.0,52.0,608394.5,635219.3531,363,9
7007,61.0,2021-12-29 10:00:00,0.29,174.9375,0.0,48416423.1806,96801.4,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,-0.55,-20.7,-19.1,687425.0,0.6,0.0,111.084,0.0,0.0073168,119.0,-25.9,0.0,52.0,498724.24,634992.408,363,10
7008,64.0,2021-12-29 12:00:00,0.43,175.0938,0.0,44226541.0922,96934.1,0.0,0.0,0.1,0.0,2.1,0.0,0.0,0.0,0.28,-25.9,-21.4,0.0,0.7,0.0,111.3281,0.1,0.0,217.0,-25.6,0.0,66.0,0.0,635820.0964,363,12
7009,58.0,2021-12-29 13:00:00,-0.11,175.1562,0.0,40413189.9792,96988.2,0.0,0.0,0.29,0.0,2.0,0.0,0.0,0.0,0.22,-26.7,-21.6,0.0,0.7,0.0,111.3281,0.29,0.0003592,228.0,-25.5,0.0,69.0,0.0,635593.2203,363,13
7029,13.0,2021-12-30 09:00:00,1.21,176.2188,0.001,45089457.9729,96988.2,0.0,1.0,1.0,5.0,3.8,1.0,0.0,0.0,-1.11,-16.0,-15.5,392989.0,1.7,0.0,111.3281,1.0,0.0105722,135.0,-21.7,0.0,55.0,575396.76,631760.9505,364,9
7030,35.0,2021-12-30 10:00:00,1.37,176.2734,0.0057,34050728.906,96947.9,0.0,1.0,1.0,5.0,3.9,1.0,0.0,0.0,-0.63,-15.4,-14.8,357727.0,1.5,0.0,111.3281,1.0,0.0108833,155.0,-21.2,0.0076,55.0,463014.0000000002,631564.9515,364,10
