,fact,dt,10_metre_V_wind_component,Snow_density,Snowfall,Visibility,Surface_pressure,Convective_precipitation,Visual_cloud_cover,Total_cloud_cover,Precipitation_type,Instantaneous_10_metre_wind_gust,Medium_cloud_cover,Total_precipitation_rate,Convective_available_potential_energy,10_metre_U_wind_component,Skin_temperature,2_metre_temperature,Surface_solar_radiation_downwards,Wind_speed,Low_cloud_cover,Snow_depth,High_cloud_cover,Evaporation,Wind_Direction,2_metre_dewpoint_temperature,Total_precipitation,2_metre_relative_humidity,Clear_sky_direct_solar_radiation_at_surface,Snow_height,dayofyear,hours
269,188.0,2021-02-20 10:00:00,-0.03,166.5564,0.0007,12075.9012,95670.0,0.0,0.9967947,1.0,5.0,10.1,0.0,0.0,0.0,4.39,-16.4,-18.1,1127650.0,4.4,1.0,0.1108,0.0,-4.45e-05,270.0,-25.7,0.0007,48.0,1226492.1999999993,664.1028,51,10
270,234.0,2021-02-20 11:00:00,-0.46,166.5436,0.0007,14764.7816,95726.5,0.0,0.9373458,0.94,5.0,10.3,0.0,0.0,0.0,4.52,-16.8,-18.0,928781.0,4.5,0.94,0.1108,0.0,-6.08e-05,276.0,-25.4,0.0007,48.0,1002522.8500000006,664.153,51,11
271,360.0,2021-02-20 12:00:00,-0.66,166.0517,0.0,20166.2459,95784.1,0.0,0.8948528,0.89,5.0,9.8,0.0,0.0,0.0,4.44,-17.9,-18.2,0.0,4.5,0.89,0.111,0.0,0.0,278.0,-24.5,0.0,54.0,0.0,667.5767,51,12
272,268.0,2021-02-20 13:00:00,-0.25,166.108,0.0,17012.2413,95831.3,0.0,0.9457154,0.95,5.0,8.3,0.0,0.0,0.81,3.75,-19.0,-18.9,224976.0,3.8,0.95,0.111,0.0,-1.09e-05,274.0,-24.1,0.0,60.0,223382.14,667.3482,51,13
273,239.0,2021-02-20 14:00:00,0.23,166.1455,0.0,15814.2806,95876.3,0.0,0.9142307,0.91,5.0,7.6,0.0,0.0,1.42,3.43,-19.5,-19.3,16353.4,3.4,0.91,0.111,0.0,-1.93e-05,266.0,-23.7,0.0,65.0,9123.75999999998,667.1962,51,14
274,76.0,2021-02-20 15:00:00,0.71,166.1477,0.0001,8240.8652,95938.1,0.0,0.9009065,0.9,5.0,7.6,0.0,0.0,0.22,3.39,-20.3,-20.1,-14.3861,3.5,0.9,0.111,0.0,-2.49e-05,258.0,-23.3,0.0001,73.0,-16.839999999996508,667.1875,51,15
290,91.0,2021-02-21 07:00:00,0.29,166.7623,0.0,31122.14,96076.5,0.0,0.7767123,0.78,5.0,4.8,0.0,0.0,0.0,1.75,-20.1,-22.7,1342550.0,1.8,0.78,0.11,0.0,2.5e-06,260.0,-27.7,0.0,60.0,1034196.3,658.8638,52,7
291,256.0,2021-02-21 08:00:00,0.2,166.8178,0.0,29504.1485,96071.9,0.0,0.6734451,0.67,5.0,4.9,0.0,0.0,0.0,1.81,-18.5,-21.4,1594720.0,1.8,0.67,0.11,0.0,6e-07,264.0,-27.1,0.0,57.0,1265919.86,658.6435,52,8
292,428.0,2021-02-21 09:00:00,0.11,166.8779,0.0,32873.2037,96031.8,0.0,0.6093459,0.61,5.0,5.1,0.0,0.0,0.0,1.92,-17.6,-20.5,1684690.0,1.9,0.61,0.11,0.0,-2.6e-06,266.0,-26.7,0.0,54.0,1340794.33,658.4059,52,9
293,552.0,2021-02-21 10:00:00,0.05,166.9436,0.0,34355.2897,96013.5,0.0,0.5522575,0.55,5.0,5.2,0.0,0.0,0.0,1.96,-17.5,-19.9,1581950.0,2.0,0.55,0.11,0.0,-6.9e-06,268.0,-26.4,0.0,53.0,1250660.29,658.1462,52,10
294,645.0,2021-02-21 11:00:00,-0.08,167.0194,0.0,39328.3338,96005.3,0.0,0.3431207,0.34,5.0,5.1,0.0,0.0,0.0,1.89,-18.2,-19.7,1299300.0,1.9,0.34,0.11,0.0,-1.16e-05,272.0,-26.3,0.0,52.0,1001238.5299999992,657.8475,52,11
295,658.0,2021-02-21 12:00:00,-0.13,167.1004,0.0,38507.5451,95988.4,0.0,0.1711191,0.17,5.0,5.0,0.0,0.0,0.0,2.28,-19.9,-19.6,0.0,2.3,0.17,0.11,0.0,0.0,273.0,-26.0,0.0,53.0,0.0,657.5285,52,12
296,508.0,2021-02-21 13:00:00,0.39,167.1818,0.0,36777.0358,96015.2,0.0,0.1050456,0.11,5.0,4.2,0.0,0.0,0.0,1.82,-22.8,-21.9,391622.0,1.9,0.11,0.11,0.0,-3.3e-06,258.0,-26.6,0.0,63.0,232419.15,657.2082,52,13
297,344.0,2021-02-21 14:00:00,0.4,167.2576,0.0,32725.0508,96043.4,0.0,0.1027003,0.1,5.0,4.3,0.0,0.0,0.0,1.93,-24.6,-23.4,31714.5,2.0,0.1,0.11,0.0,-4.4e-06,258.0,-27.1,0.0,69.0,11082.350000000006,656.91,52,14
298,156.0,2021-02-21 15:00:00,0.33,167.331,0.0,31201.4494,96065.2,0.0,0.0195209,0.02,5.0,4.1,0.0,0.0,0.0,1.8,-25.5,-24.6,52.5154,1.8,0.02,0.11,0.0,-3.6e-06,259.0,-27.9,0.0,72.0,50.05999999999767,656.6212,52,15
313,16.0,2021-02-22 06:00:00,0.17,168.0061,0.0,19187.7047,95852.6,0.0,0.8764257,0.91,5.0,1.2,0.84,0.0,0.0,-0.24,-23.7,-25.4,916419.0,0.3,0.44,0.1093,0.0,2.2e-06,124.0,-29.9,0.0,64.0,717827.4600000001,649.6124,53,6
314,151.0,2021-02-22 07:00:00,0.21,168.0257,0.0,12957.1028,95794.7,0.0,0.9340698,0.96,5.0,1.5,0.9,0.0,0.0,-0.27,-20.7,-23.5,1241470.0,0.4,0.69,0.1093,0.0,3.9e-06,125.0,-28.0,0.0,64.0,1062426.78,649.5349,53,7
315,323.0,2021-02-22 08:00:00,0.35,168.0345,0.0,25444.2073,95709.5,0.0,0.919595,0.97,5.0,2.0,0.92,0.0,0.0,-0.4,-18.6,-21.8,1444140.0,0.5,0.73,0.1093,0.0,4.8e-06,131.0,-27.3,0.0,58.0,1282484.52,649.4999,53,8
316,558.0,2021-02-22 09:00:00,0.28,168.0423,0.0,36285.3943,95597.9,0.0,0.9321175,0.96,5.0,1.5,0.93,0.0,0.0,-0.13,-17.6,-20.6,1509150.0,0.3,0.45,0.1093,0.0,5.5e-06,157.0,-26.1,0.0,58.0,1345069.8000000005,649.4697,53,9
317,668.0,2021-02-22 10:00:00,0.12,168.0462,0.0,35841.0313,95491.7,0.0,0.93993,0.96,5.0,1.4,0.94,0.0,0.0,-0.27,-17.1,-19.8,1355980.0,0.3,0.38,0.1094,0.0,5.7e-06,125.0,-25.5,0.0001,57.0,1236966.1399999997,650.0345,53,10
318,713.0,2021-02-22 11:00:00,-0.16,168.0311,0.0001,34754.0958,95413.9,0.0,0.9475369,0.96,5.0,1.9,0.95,0.0,0.0,-0.48,-18.0,-19.6,1011040.0,0.6,0.36,0.1094,0.0,5.5e-06,70.0,-25.2,0.0001,58.0,979795.8099999996,650.0914,53,11
319,495.0,2021-02-22 12:00:00,-1.12,167.9628,0.0,35472.079,95330.0,0.0,0.955555,0.96,5.0,3.0,0.96,0.0,0.0,-0.63,-19.6,-19.4,0.0,1.4,0.28,0.1094,0.0,0.0,34.0,-25.0,0.0,58.0,0.0,650.3763,53,12
320,541.0,2021-02-22 13:00:00,-1.79,167.9331,0.0,33789.9234,95248.1,0.0,0.955555,0.96,5.0,4.0,0.96,0.0,0.0,-0.5,-21.3,-20.6,278546.0,1.9,0.42,0.1094,0.0,-8e-07,17.0,-25.2,0.0,64.0,217607.54,650.4885,53,13
321,368.0,2021-02-22 14:00:00,-1.89,167.8708,0.0001,29657.4012,95176.9,0.0,0.957835,0.97,5.0,4.7,0.96,0.0,0.0,-1.31,-22.6,-21.3,27423.0,2.3,0.74,0.1094,0.0,-1.2e-06,35.0,-25.1,0.0001,69.0,10806.829999999987,650.7252,53,14
322,83.0,2021-02-22 15:00:00,-1.11,167.7507,0.0001,26384.8519,95144.2,0.0,0.9632175,0.97,5.0,4.9,0.96,0.0,0.0,-2.06,-22.4,-21.2,21.2846,2.4,0.85,0.1095,0.0,-1.3e-06,62.0,-24.7,0.0001,71.0,-0.7799999999988358,651.6018,53,15
338,30.0,2021-02-23 07:00:00,-5.19,164.9014,0.0005,31950.1572,94442.5,0.0,0.9922903,0.99,5.0,14.2,0.99,0.0,0.0,-3.62,-20.0,-21.5,1009870.0,6.3,0.16,0.1092,0.0,-2.52e-05,35.0,-27.7,0.0005,54.0,1070335.59,661.2858,54,7
339,76.0,2021-02-23 08:00:00,-5.54,164.7679,0.0006,32791.0074,94439.5,0.0,0.9967947,1.0,5.0,14.4,1.0,0.0,0.0,-3.21,-19.1,-20.9,1221780.0,6.4,0.25,0.1092,0.0,-3.67e-05,30.0,-27.4,0.0006,52.0,1293647.36,661.8186,54,8
340,127.0,2021-02-23 09:00:00,-6.1,164.6393,0.0006,31875.2423,94416.1,0.0,0.9967947,1.0,5.0,15.3,1.0,0.0,0.0,-3.03,-18.5,-20.4,1438360.0,6.8,0.65,0.1093,0.0,-5.03e-05,26.0,-27.1,0.0006,51.0,1356311.2100000004,662.7815,54,9
341,184.0,2021-02-23 10:00:00,-6.37,164.4637,0.0007,26542.7593,94398.1,0.0,0.9839736,0.99,5.0,15.3,0.98,0.0,0.0,-2.43,-18.7,-20.2,1286170.0,6.8,0.89,0.1093,0.0,-6.42e-05,21.0,-26.9,0.0007,52.0,1257780.029999999,663.4858,54,10
342,294.0,2021-02-23 11:00:00,-6.61,164.3237,0.0007,22854.5429,94404.4,0.0,1.0,1.0,5.0,15.6,1.0,0.0,0.0,-2.36,-18.8,-19.8,975618.0,7.0,0.9,0.1094,0.0,-7.85e-05,20.0,-26.5,0.0008,52.0,1006560.12,664.6417,54,11
343,238.0,2021-02-23 12:00:00,-6.48,163.9982,0.0,21023.6131,94342.8,0.0,1.0,1.0,5.0,15.0,1.0,0.0,0.0,-2.16,-18.7,-18.9,0.0,6.8,0.91,0.1096,0.0,0.0,18.0,-25.7,0.0,51.0,0.0,666.8542,54,12
344,212.0,2021-02-23 13:00:00,-6.11,163.8738,0.0001,23096.322,94348.3,0.0,0.9967947,1.0,5.0,14.0,1.0,0.0,0.0,-1.45,-19.4,-19.3,266034.0,6.3,0.97,0.1096,0.0,-1.34e-05,13.0,-25.7,0.0001,53.0,239945.48,667.3571,54,13
345,140.0,2021-02-23 14:00:00,-6.61,163.7257,0.0001,23067.3495,94376.4,0.0,1.0,1.0,5.0,15.1,0.99,0.0,0.0,-1.67,-20.7,-20.5,27660.6,6.8,1.0,0.1097,0.0,-2.61e-05,14.0,-26.0,0.0001,58.0,14147.079999999987,668.57,54,14
346,45.0,2021-02-23 15:00:00,-6.62,163.5228,0.0002,23667.7802,94426.1,0.0,1.0,1.0,5.0,15.1,0.98,0.0,0.0,-1.58,-21.4,-21.3,35.6707,6.8,1.0,0.1097,0.0,-3.89e-05,13.0,-26.5,0.0002,60.0,50.8300000000163,669.8178,54,15
361,17.0,2021-02-24 06:00:00,-6.79,161.351,0.0003,30290.5766,94761.2,0.0,0.9053999,0.95,5.0,15.1,0.78,0.0,0.0,-0.12,-22.9,-24.1,768283.0,6.8,0.91,0.1077,0.0,-4.5e-05,101.0,-30.0,0.0003,55.0,746408.8799999999,666.0569,55,6
362,190.0,2021-02-24 07:00:00,-6.29,161.2632,0.0004,26236.2319,94797.6,0.0,0.9492,0.96,5.0,14.3,0.95,0.0,0.0,-0.11,-21.3,-23.1,1115760.0,6.3,0.82,0.1078,0.0,-5.46e-05,1.0,-29.6,0.0004,52.0,1081784.2500000002,667.0166,55,7
363,461.0,2021-02-24 08:00:00,-6.32,161.2471,0.0004,33417.2103,94875.4,0.0,0.8532993,0.89,5.0,14.4,0.85,0.0,0.0,-0.47,-20.1,-22.1,1352560.0,6.3,0.57,0.1079,0.0,-6.65e-05,4.0,-29.3,0.0004,49.0,1309655.48,667.5378,55,8
364,462.0,2021-02-24 09:00:00,-6.38,161.2899,0.0004,37068.767,94925.7,0.0,0.8518989,0.9,5.0,14.4,0.85,0.0,0.0,-0.2,-19.5,-21.5,1552280.0,6.4,0.57,0.1078,0.13,-7.99e-05,2.0,-29.0,0.0004,47.0,1390324.3000000005,666.9008,55,9
365,586.0,2021-02-24 10:00:00,-6.23,161.3119,0.0004,36267.0017,94971.5,0.0,0.9553577,0.96,5.0,14.1,0.96,0.0,0.0,0.05,-19.2,-21.0,1519160.0,6.2,0.55,0.1078,0.0,-9.4e-05,212.0,-28.5,0.0004,48.0,1292236.5499999998,666.8086,55,10
366,811.0,2021-02-24 11:00:00,-6.27,161.3297,0.0004,37683.1722,95038.7,0.0,0.9966919,1.0,5.0,14.0,1.0,0.0,0.0,0.0,-19.4,-20.6,1212990.0,6.3,0.53,0.1079,0.0,-0.000108,105.0,-28.0,0.0005,48.0,1036751.6399999995,667.1933,55,11
367,367.0,2021-02-24 12:00:00,-5.45,161.4935,0.0,35049.3796,95013.3,0.0,0.9328372,0.93,5.0,12.2,0.93,0.0,0.0,0.62,-20.4,-21.0,0.0,5.5,0.03,0.1077,0.0,0.0,354.0,-27.5,0.0,52.0,0.0,665.4642,55,12
368,291.0,2021-02-24 13:00:00,-4.59,161.4656,0.0,34565.2954,95137.0,0.0,0.8054087,0.81,5.0,10.6,0.81,0.0,0.0,0.72,-21.5,-21.6,288573.0,4.6,0.01,0.1078,0.0,-1.14e-05,351.0,-27.4,0.0,56.0,253619.38,666.1792,55,13
369,170.0,2021-02-24 14:00:00,-5.06,161.4639,0.0001,35378.1346,95251.9,0.0,0.6879668,0.69,5.0,11.4,0.69,0.0,0.0,0.29,-22.5,-22.1,38099.1,5.1,0.01,0.1079,0.0,-2.09e-05,357.0,-27.3,0.0001,60.0,16819.22999999998,666.6422,55,14
370,72.0,2021-02-24 15:00:00,-4.81,161.5196,0.0001,33185.3287,95370.7,0.0,0.2356988,0.26,5.0,10.9,0.18,0.0,0.0,0.22,-23.3,-22.7,-90.6448,4.8,0.11,0.1079,0.0,-2.79e-05,357.0,-27.3,0.0001,63.0,0.0,666.4119,55,15
385,48.0,2021-02-25 06:00:00,-0.75,162.4121,0.0,38594.6529,96340.5,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.18,-20.8,-22.8,1092500.0,0.8,0.0,0.1059,0.0,4.6e-06,342.0,-28.7,0.0,56.0,823579.9999999999,650.731,56,6
386,309.0,2021-02-25 07:00:00,-0.56,162.4643,0.0,40039.9217,96364.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.26,-17.8,-20.7,1503150.0,0.6,0.0,0.1059,0.0,4.7e-06,333.0,-27.5,0.0,51.0,1190890.4300000002,650.5217,56,7
387,584.0,2021-02-25 08:00:00,-0.3,162.5253,0.0,40421.2401,96382.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.5,-15.6,-18.9,1759930.0,0.6,0.0,0.1059,0.0,3.9e-06,299.0,-26.4,0.0,48.0,1425290.9,650.2766,56,8
388,835.0,2021-02-25 09:00:00,0.09,162.591,0.0,41487.4711,96363.9,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.7,-14.2,-17.7,1834740.0,0.7,0.0,0.1059,0.0,2e-06,263.0,-25.2,0.0,49.0,1494837.2199999995,650.0135,56,9
389,1084.0,2021-02-25 10:00:00,0.41,162.6667,0.0,41493.4967,96371.4,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.82,-14.1,-16.8,1722060.0,0.9,0.0,0.1059,0.0,-1.5e-06,243.0,-24.8,0.0,46.0,1393006.220000001,649.7111,56,10
390,1233.0,2021-02-25 11:00:00,0.68,162.7536,0.0,41482.0697,96372.8,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,1.11,-14.9,-16.5,1430970.0,1.3,0.0,0.1059,0.0,-7e-06,238.0,-25.1,0.0,43.0,1129281.5099999998,649.3637,56,11
391,1270.0,2021-02-25 12:00:00,1.43,160.2188,0.0,41477.8968,96390.3,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,1.79,-16.2,-15.7,0.0,2.3,0.0,0.0996,0.0,0.0,231.0,-24.5,0.0,43.0,0.0,621.7086,56,12
392,1159.0,2021-02-25 13:00:00,1.1,160.3203,0.0,39053.7068,96408.4,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,1.45,-19.4,-18.4,474386.0,1.9,0.0,0.0996,0.0,-7.2e-06,233.0,-24.4,0.0,56.0,305424.65,621.3148,56,13
393,903.0,2021-02-25 14:00:00,0.77,160.4141,0.0,36273.2648,96400.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,1.7,-21.7,-20.3,57104.0,1.9,0.0,0.0996,0.0,-1.14e-05,246.0,-24.3,0.0,68.0,25082.429999999997,620.9516,56,14
394,499.0,2021-02-25 15:00:00,0.94,160.5078,0.0,31746.6349,96422.4,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,1.85,-22.5,-21.4,-4.14306,2.1,0.0,0.0996,0.0,-1.19e-05,243.0,-24.8,0.0,72.0,-36.44000000000233,620.589,56,15
395,46.0,2021-02-25 16:00:00,1.12,160.5938,0.0,30029.3527,96396.7,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,1.48,-23.3,-22.5,0.0,1.9,0.0,0.0996,0.0,-1.06e-05,233.0,-25.5,0.0,74.0,0.0,620.2569,56,16
409,74.0,2021-02-26 06:00:00,0.36,161.2891,0.0,37847738.6595,96017.6,0.0,0.6380479,0.71,5.0,2.6,0.64,0.0,0.0,-0.43,-20.1,-22.2,998621.0,0.6,0.51,0.0984,0.0,2.7e-06,149.0,-27.7,0.0038,58.0,747525.8399999999,610.0145,57,6
410,594.0,2021-02-26 07:00:00,0.89,161.3359,0.0,39324535.4929,95999.9,0.0,0.6521081,0.75,5.0,3.6,0.65,0.0,0.0,-0.47,-16.6,-19.2,1376500.0,1.0,0.52,0.0984,0.0,3.3e-06,157.0,-25.7,0.0,53.0,1095250.41,609.8373,57,7
411,1120.0,2021-02-26 08:00:00,1.87,161.3828,0.0,39610369.1654,95967.5,0.0,0.6925116,0.82,5.0,5.4,0.69,0.0,0.0,-0.4,-14.5,-17.0,1587620.0,1.9,0.52,0.0984,0.0,2.2e-06,169.0,-24.2,0.0076,50.0,1313175.02,609.6602,57,8
412,1565.0,2021-02-26 09:00:00,2.52,161.4375,0.0,35303742.9244,95927.6,0.0,0.7211744,0.85,5.0,6.5,0.65,0.0,0.0,-0.2,-13.5,-15.8,1655250.0,2.5,0.69,0.0984,0.0,-1.1e-06,176.0,-22.9,0.0,50.0,1377940.6000000006,609.4536,57,9
413,1954.0,2021-02-26 10:00:00,2.54,161.5,0.0,33919780.0646,95894.3,0.0,0.6433258,0.76,5.0,6.5,0.55,0.0,0.0,-0.16,-13.2,-15.2,1579110.0,2.6,0.64,0.0984,0.0,-5.9e-06,176.0,-22.3,0.0,51.0,1281951.67,609.2178,57,10
414,2443.0,2021-02-26 11:00:00,2.27,161.5781,0.0,35205824.1925,95870.7,0.0,0.5457648,0.6,5.0,6.0,0.16,0.0,0.0,-0.39,-13.8,-15.1,1350830.0,2.3,0.55,0.0984,0.0,-1.08e-05,170.0,-22.1,0.0076,51.0,1035905.1099999994,608.9232,57,11
424,15.0,2021-02-27 09:00:00,2.42,154.0312,0.1202,12054206.1867,94527.0,0.0,0.9844778,0.98,5.0,7.8,0.92,0.0,0.1,-2.15,-14.3,-14.8,437892.0,3.2,0.98,100.0977,0.0,0.0012631,138.0,-19.3,0.1221,66.0,1397785.58,649852.9113,58,9
495,13.0,2021-03-02 08:00:00,2.75,159.0312,0.0,37110956.186,95069.5,0.0,0.4871687,0.78,0.0,11.1,0.49,0.0,0.0,3.87,-9.8,-12.6,1800720.0,4.7,0.0,104.7363,0.66,-0.2485156,235.0,-17.5,0.0,63.0,1441440.37,658589.605,61,8
496,43.0,2021-03-02 09:00:00,3.01,159.1953,0.0,37551106.9218,95012.5,0.0,0.769325,0.94,5.0,12.1,0.77,0.0,0.0,4.27,-9.3,-11.9,1802500.0,5.2,0.45,104.7363,0.86,-0.2693707,235.0,-17.1,0.0,62.0,1488619.75,657910.8799,61,9
497,71.0,2021-03-02 10:00:00,3.45,159.3594,0.0076,25598257.446,94945.5,0.0,0.8331518,0.97,5.0,12.4,0.83,0.0,0.0,4.15,-9.8,-11.9,1463460.0,5.4,0.78,104.7363,0.87,-0.2896902,230.0,-16.4,0.0153,66.0,1371646.63,657233.5523,61,10
498,79.0,2021-03-02 12:00:00,3.65,159.1016,0.0,6793840.8447,94856.9,0.0,0.9828703,1.0,5.0,11.3,0.78,0.0,0.26,3.37,-12.4,-13.0,0.0,5.0,0.98,105.2246,0.93,0.0,223.0,-16.0,0.0,76.0,0.0,661367.5424,61,12
499,103.0,2021-03-02 13:00:00,3.48,158.9688,0.2058,5337178.5924,94790.2,0.0,1.0,1.0,5.0,11.2,0.89,0.0001,0.0,3.33,-12.9,-13.3,208198.0,4.8,1.0,105.2246,0.92,-0.0109453,224.0,-15.9,0.206,79.0,296281.56,661920.0904,61,13
519,26.0,2021-03-03 09:00:00,3.42,158.7812,0.1841,17746629.7628,94063.4,0.0,0.9953928,1.0,5.0,10.0,0.94,0.0,0.04,2.89,-2.6,-3.4,618953.0,4.5,1.0,111.8164,0.0,-0.0024416,220.0,-5.9,0.1831,81.0,1429670.27,704216.6896,62,9
520,43.0,2021-03-03 10:00:00,3.09,159.0625,0.1879,16352496.4554,94049.4,0.0,0.9901131,1.0,5.0,9.3,0.97,0.0,0.18,2.72,-2.4,-3.2,585833.0,4.1,0.99,112.0605,0.0,-0.0065265,221.0,-5.5,0.1831,82.0,1329235.58,704506.3851,62,10
521,37.0,2021-03-03 12:00:00,2.4,159.5312,0.0,16409298.3593,94092.0,0.0,1.0,1.0,5.0,7.3,0.97,0.0,0.14,2.34,-2.5,-2.9,0.0,3.4,1.0,113.0371,0.0,0.0,224.0,-4.8,0.0,85.0,0.0,708557.7865,62,12
522,28.0,2021-03-03 13:00:00,1.87,159.8203,0.1601,14810794.7135,94097.3,0.0,0.9978228,1.0,5.0,5.4,0.97,0.0,0.0,1.52,-3.6,-3.4,179933.0,2.4,1.0,113.2812,0.0,0.0006767,219.0,-4.9,0.1602,88.0,299763.58,708803.8324,62,13
523,19.0,2021-03-03 14:00:00,1.73,160.1016,0.1363,10492055.5515,94085.6,0.0,0.9978228,1.0,5.0,4.9,0.98,0.0,0.05,1.41,-4.4,-3.9,38072.1,2.2,1.0,113.5254,0.0,0.0020172,219.0,-4.9,0.1373,91.0,35049.95000000001,709083.5895,62,14
543,239.0,2021-03-04 10:00:00,1.99,165.6875,0.0381,26396902.129,94389.0,0.0332,0.9956457,1.0,5.0,12.0,1.0,0.0,5.72,4.8,-3.6,-5.6,1488870.0,5.2,0.89,114.502,0.0,-0.1399515,248.0,-9.7,0.0305,70.0,1423119.8899999997,691071.7654,63,10
544,1119.0,2021-03-04 12:00:00,3.58,166.2422,0.0,26283674.1851,94330.7,0.0,0.9635203,0.98,5.0,13.2,0.87,0.0,0.89,4.84,-5.3,-5.8,0.0,6.0,0.96,115.4785,0.0,0.0,234.0,-10.0,0.0,70.0,0.0,694640.2557,63,12
545,1355.0,2021-03-04 13:00:00,3.74,166.5078,0.0958,30351176.6899,94326.7,0.0,0.9802818,0.98,5.0,11.8,0.24,0.0,0.85,3.74,-6.1,-6.4,228461.0,5.3,0.98,115.4785,0.0,-0.0335533,225.0,-9.3,0.0954,78.0,333052.57,693532.1165,63,13
546,294.0,2021-03-04 14:00:00,4.13,166.7734,0.0522,15657443.6375,94313.8,0.0,0.9898603,0.99,5.0,11.8,0.39,0.0001,0.31,3.26,-6.8,-6.9,43593.4,5.3,0.99,115.4785,0.0,-0.0545999,218.0,-8.7,0.0534,85.0,42672.95000000001,692427.5074,63,14
547,73.0,2021-03-04 15:00:00,4.51,166.9297,0.2334,8223124.488,94292.4,0.0,0.9877303,1.0,5.0,12.4,0.98,0.0001,0.05,3.41,-6.9,-7.1,-88.9603,5.7,0.98,115.7227,0.0,-0.0671827,217.0,-8.4,0.2327,89.0,-35.67000000004191,693241.9151,63,15
562,11.0,2021-03-05 06:00:00,5.14,169.3125,1.0529,6868164.6775,94238.1,0.0,1.0,1.0,5.0,14.8,1.0,0.0003,1.56,4.13,-3.6,-4.1,263426.0,6.6,0.99,129.3945,0.91,-0.1127175,219.0,-6.0,1.0529,85.0,817174.4899999999,764234.9575,64,6
563,184.0,2021-03-05 07:00:00,5.16,169.4453,1.0262,6335983.0981,94221.9,0.0,0.9976728,1.0,5.0,15.5,1.0,0.0003,0.5,4.54,-3.3,-4.1,470670.0,6.9,1.0,130.3711,0.88,-0.1318283,221.0,-6.3,1.0223,83.0,1161983.9700000002,769399.2346,64,7
564,363.0,2021-03-05 08:00:00,4.73,169.5391,1.1005,6070895.6127,94236.9,0.0,1.0,1.0,5.0,14.3,1.0,0.0003,0.89,4.05,-3.4,-4.2,420068.0,6.2,1.0,131.3477,0.94,-0.1504169,221.0,-6.2,1.0986,84.0,1377570.7399999998,774733.8832,64,8
565,376.0,2021-03-05 09:00:00,4.9,169.6641,1.0567,6156753.6293,94192.8,0.0,1.0,1.0,5.0,14.5,1.0,0.0003,1.61,4.07,-2.9,-3.8,515147.0,6.4,1.0,132.3242,0.94,-0.170043,220.0,-6.0,1.0529,83.0,1436134.2300000004,779918.9575,64,9
566,334.0,2021-03-05 10:00:00,4.99,169.8594,0.8678,9154779.7089,94142.7,0.0,1.0,1.0,5.0,14.5,0.99,0.0002,1.72,4.08,-3.0,-3.6,437423.0,6.4,1.0,133.3008,0.93,-0.187802,219.0,-5.8,0.8698,83.0,1343587.71,784771.4102,64,10
567,252.0,2021-03-05 12:00:00,4.74,170.3672,0.0,7536326.5771,93993.3,0.0,1.0,1.0,5.0,13.7,1.0,0.0003,0.21,3.74,-2.4,-2.5,0.0,6.0,0.97,136.9629,0.91,0.0,218.0,-3.8,0.0,89.0,0.0,803927.6379,64,12
568,150.0,2021-03-05 13:00:00,4.85,170.6719,0.896,8547615.5529,93989.3,0.0,0.9920847,0.99,5.0,15.5,0.99,0.0002,4.6,4.99,-2.3,-2.2,96687.4,7.0,0.97,137.9395,0.87,-0.0057384,226.0,-3.6,0.8965,89.0,318114.02,808214.3184,64,13
569,96.0,2021-03-05 14:00:00,4.42,171.0,0.901,8094428.6404,94010.3,0.0,0.9997944,1.0,5.0,15.7,1.0,0.0002,0.36,5.46,-2.1,-1.8,26049.5,7.0,1.0,138.6719,0.06,-0.0099236,231.0,-3.1,0.9003,90.0,41367.65999999997,810946.6374,64,14
570,43.0,2021-03-05 15:00:00,3.67,171.375,0.6006,16182828.2485,94110.4,0.0395,0.9628716,0.97,5.0,16.4,0.62,0.0002,30.35,6.53,-1.9,-1.6,90.6448,7.5,0.96,139.4043,0.0,-0.0108931,241.0,-2.8,0.5989,90.0,-12.710000000020957,813445.9336,64,15
585,169.0,2021-03-06 06:00:00,0.53,176.3828,0.0,34048010.2851,95085.1,0.2951,0.4003565,0.46,5.0,7.2,0.4,0.0,0.0,2.71,-5.3,-7.5,1160920.0,2.8,0.09,139.8926,0.12,-0.1420416,259.0,-11.0,0.0,74.0,973734.5,793119.1035,65,6
586,620.0,2021-03-06 07:00:00,0.44,176.6641,0.0,37909635.1418,95075.8,0.2951,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.1,-3.7,-6.5,1679420.0,3.1,0.0,139.6484,0.0,-0.164299,262.0,-12.4,0.0,59.0,1340542.7499999998,790474.5058,65,7
